date,state,zone,total_visitors_nights
2014-10-01,QLD,NthCo,3407.6647626
2015-01-01,QLD,NthCo,2503.1410376
2015-04-01,QLD,NthCo,3639.2172628
2015-07-01,QLD,NthCo,6530.2972789
2015-10-01,QLD,NthCo,3637.881869
2016-01-01,QLD,NthCo,3127.7800912
2016-04-01,QLD,NthCo,3658.8001925000003
2016-07-01,QLD,NthCo,5359.851445
2016-10-01,QLD,NthCo,3302.7155416000005
1998-01-01,SAU,Metro,2881.3717865
1998-04-01,SAU,Metro,2124.7355768
1998-07-01,SAU,Metro,2284.8702356000003
1998-10-01,SAU,Metro,1785.8889683000002
1999-01-01,SAU,Metro,2293.8725881
1999-04-01,SAU,Metro,2197.4181672
1999-07-01,SAU,Metro,2033.5130797000002
1999-10-01,SAU,Metro,2252.6205439
2000-01-01,SAU,Metro,3199.7961812
2000-04-01,SAU,Metro,1967.2847841
2000-07-01,SAU,Metro,1974.4315724
2000-10-01,SAU,Metro,2379.0255948999998
2001-01-01,SAU,Metro,2498.9233949000004
2001-04-01,SAU,Metro,1830.6939181999999
2001-07-01,SAU,Metro,2094.0400925999998
2001-10-01,SAU,Metro,2226.9332914
2002-01-01,SAU,Metro,2461.2310967
2002-04-01,SAU,Metro,2421.7140742
2002-07-01,SAU,Metro,2394.1832924
2002-10-01,SAU,Metro,2182.7575687
2003-01-01,SAU,Metro,2454.0078014
2003-04-01,SAU,Metro,2112.3468783999997
2003-07-01,SAU,Metro,2358.9654375
2003-10-01,SAU,Metro,1900.7791821000003
2004-01-01,SAU,Metro,3101.5847668
2004-04-01,SAU,Metro,2140.5193901
2004-07-01,SAU,Metro,2340.6598753000003
2004-10-01,SAU,Metro,2475.9909884
2005-01-01,SAU,Metro,2659.087952
2005-04-01,SAU,Metro,1571.8968178999999
2005-07-01,SAU,Metro,1795.3915425
2005-10-01,SAU,Metro,1955.0696319
2006-01-01,SAU,Metro,2357.490129
2006-04-01,SAU,Metro,2346.290776
2006-07-01,SAU,Metro,1627.1127440000002
2006-10-01,SAU,Metro,2146.111749
2007-01-01,SAU,Metro,2763.6482137000003
2007-04-01,SAU,Metro,2078.8172286000004
2007-07-01,SAU,Metro,2079.8653283999997
2007-10-01,SAU,Metro,2209.4903115
2008-01-01,SAU,Metro,2525.8234380000004
2008-04-01,SAU,Metro,1899.4823258000001
2008-07-01,SAU,Metro,1949.3524505999999
2008-10-01,SAU,Metro,2192.0292188000003
2009-01-01,SAU,Metro,2313.2906937
2009-04-01,SAU,Metro,1630.2197627
2009-07-01,SAU,Metro,2119.2144224000003
2009-10-01,SAU,Metro,2426.5989367
2010-01-01,SAU,Metro,1921.6833721000003
2010-04-01,SAU,Metro,2244.1489192
2010-07-01,SAU,Metro,1543.29843
2010-10-01,SAU,Metro,2083.2256506999997
2011-01-01,SAU,Metro,2293.8171064
2011-04-01,SAU,Metro,1981.9774702999998
2011-07-01,SAU,Metro,1786.0945116
2011-10-01,SAU,Metro,1951.6519008999999
2012-01-01,SAU,Metro,2164.9436143000003
2012-04-01,SAU,Metro,1761.2945827
2012-07-01,SAU,Metro,1943.2002044
2012-10-01,SAU,Metro,2133.9447602
2013-01-01,SAU,Metro,2279.1295318
2013-04-01,SAU,Metro,1809.8684280000002
2013-07-01,SAU,Metro,1632.1978038
2013-10-01,SAU,Metro,3302.6843771
2014-01-01,SAU,Metro,2557.1075530000003
2014-04-01,SAU,Metro,2161.1208698
2014-07-01,SAU,Metro,1828.2115561
2014-10-01,SAU,Metro,2308.5259777
2015-01-01,SAU,Metro,2639.2724572999996
2015-04-01,SAU,Metro,1748.3065327
2015-07-01,SAU,Metro,1911.1437616999997
2015-10-01,SAU,Metro,2383.1066773
2016-01-01,SAU,Metro,2874.4140865
2016-04-01,SAU,Metro,2075.9672775999998
2016-07-01,SAU,Metro,2121.6461157
2016-10-01,SAU,Metro,2407.2327669
1998-01-01,SAU,Coast,2591.9972177
1998-04-01,SAU,Coast,1375.7801276
1998-07-01,SAU,Coast,1079.5415418
1998-10-01,SAU,Coast,1497.6639509000001
1999-01-01,SAU,Coast,2247.6839524
1999-04-01,SAU,Coast,1672.8022587
1999-07-01,SAU,Coast,1104.7027992
1999-10-01,SAU,Coast,1503.2421182
2000-01-01,SAU,Coast,2480.801194
2000-04-01,SAU,Coast,1892.4877913999999
2000-07-01,SAU,Coast,1196.3883209
2000-10-01,SAU,Coast,1308.0822567
2001-01-01,SAU,Coast,2386.2271041
2001-04-01,SAU,Coast,1564.4546732
2001-07-01,SAU,Coast,1032.7246171
2001-10-01,SAU,Coast,1532.7468436000001
2002-01-01,SAU,Coast,2211.1094163
2002-04-01,SAU,Coast,1601.2054433
2002-07-01,SAU,Coast,1173.7385401
2002-10-01,SAU,Coast,1664.3548311
2003-01-01,SAU,Coast,2841.8903076
2003-04-01,SAU,Coast,1894.3733663
2003-07-01,SAU,Coast,1339.3934694
2003-10-01,SAU,Coast,1636.6452765000001
2004-01-01,SAU,Coast,2693.6061624
2004-04-01,SAU,Coast,1818.8771813999997
2004-07-01,SAU,Coast,1138.6336537000002
2004-10-01,SAU,Coast,1492.3496293
2005-01-01,SAU,Coast,2353.6182538000003
2005-04-01,SAU,Coast,1374.5514397
2005-07-01,SAU,Coast,1084.3482602
2005-10-01,SAU,Coast,1568.8788571
2006-01-01,SAU,Coast,2654.3832999999995
2006-04-01,SAU,Coast,1558.5519809999998
2006-07-01,SAU,Coast,1001.4200559999999
2006-10-01,SAU,Coast,1768.249212
2007-01-01,SAU,Coast,2569.3175443
2007-04-01,SAU,Coast,1330.2513529
2007-07-01,SAU,Coast,1138.3203803
2007-10-01,SAU,Coast,1492.2582075
2008-01-01,SAU,Coast,2786.3878174
2008-04-01,SAU,Coast,1366.4625191999999
2008-07-01,SAU,Coast,1016.7607158000001
2008-10-01,SAU,Coast,1771.1568919999997
2009-01-01,SAU,Coast,2372.6780019999997
2009-04-01,SAU,Coast,1532.7089
2009-07-01,SAU,Coast,972.4561534999999
2009-10-01,SAU,Coast,1538.4313319
2010-01-01,SAU,Coast,2074.3046227
2010-04-01,SAU,Coast,1394.7380005
2010-07-01,SAU,Coast,1027.2844439
2010-10-01,SAU,Coast,1447.941184
2011-01-01,SAU,Coast,2622.3787219999995
2011-04-01,SAU,Coast,1877.7347596
2011-07-01,SAU,Coast,1388.6470194
2011-10-01,SAU,Coast,1494.1433565
2012-01-01,SAU,Coast,2588.1959087
2012-04-01,SAU,Coast,1526.3121216
2012-07-01,SAU,Coast,1055.3197861
2012-10-01,SAU,Coast,1635.9776080000001
2013-01-01,SAU,Coast,2232.8461128
2013-04-01,SAU,Coast,1802.5202373
2013-07-01,SAU,Coast,1119.3468206000002
2013-10-01,SAU,Coast,1653.7781761
2014-01-01,SAU,Coast,2218.2737712000003
2014-04-01,SAU,Coast,1423.5994616
2014-07-01,SAU,Coast,1153.6186015
2014-10-01,SAU,Coast,1609.1248116999998
2015-01-01,SAU,Coast,3037.0889368
2015-04-01,SAU,Coast,1490.5277972
2015-07-01,SAU,Coast,996.5879552
2015-10-01,SAU,Coast,1972.7532768
2016-01-01,SAU,Coast,2860.2671330999997
2016-04-01,SAU,Coast,1680.253613
2016-07-01,SAU,Coast,1554.084728
2016-10-01,SAU,Coast,1705.1532089
1998-01-01,SAU,Inner,894.8772938
1998-04-01,SAU,Inner,979.2508843
1998-07-01,SAU,Inner,980.3288525
1998-10-01,SAU,Inner,1509.4342641
1999-01-01,SAU,Inner,963.5226620000001
1999-04-01,SAU,Inner,996.8803354000001
1999-07-01,SAU,Inner,1057.6872317000002
1999-10-01,SAU,Inner,770.5422248
2000-01-01,SAU,Inner,1066.6867119
2000-04-01,SAU,Inner,751.6705472
2000-07-01,SAU,Inner,1607.9280233000002
2000-10-01,SAU,Inner,1025.5240299
2001-01-01,SAU,Inner,974.2663081999999
2001-04-01,SAU,Inner,1109.9215034000001
2001-07-01,SAU,Inner,1031.9446538999998
2001-10-01,SAU,Inner,988.4082618000001
2002-01-01,SAU,Inner,684.6369189
2002-04-01,SAU,Inner,843.7066734
2002-07-01,SAU,Inner,1287.1040369
2002-10-01,SAU,Inner,1146.9908032
2003-01-01,SAU,Inner,881.3219876
2003-04-01,SAU,Inner,1133.9967772
2003-07-01,SAU,Inner,1094.8032099
2003-10-01,SAU,Inner,1223.9517102
2004-01-01,SAU,Inner,1161.327085
2004-04-01,SAU,Inner,1067.879111
2004-07-01,SAU,Inner,1004.2236470000001
2004-10-01,SAU,Inner,1050.1894629
2005-01-01,SAU,Inner,971.5793443
2005-04-01,SAU,Inner,940.3906212999999
2005-07-01,SAU,Inner,1055.8621365000001
2005-10-01,SAU,Inner,941.0504128
2006-01-01,SAU,Inner,829.28106
2006-04-01,SAU,Inner,1114.019309
2006-07-01,SAU,Inner,861.3138379999999
2006-10-01,SAU,Inner,885.756242
2007-01-01,SAU,Inner,771.905614
2007-04-01,SAU,Inner,1085.1969819
2007-07-01,SAU,Inner,928.4703968000001
2007-10-01,SAU,Inner,954.1559366
2008-01-01,SAU,Inner,800.2541523000001
2008-04-01,SAU,Inner,833.9414825
2008-07-01,SAU,Inner,919.1730508
2008-10-01,SAU,Inner,965.4733002
2009-01-01,SAU,Inner,773.3388472
2009-04-01,SAU,Inner,945.5687492
2009-07-01,SAU,Inner,1209.3744315000001
2009-10-01,SAU,Inner,916.3369066
2010-01-01,SAU,Inner,736.8271848
2010-04-01,SAU,Inner,926.1169509999999
2010-07-01,SAU,Inner,1063.2779962
2010-10-01,SAU,Inner,883.9368225000001
2011-01-01,SAU,Inner,775.7580798
2011-04-01,SAU,Inner,885.2613462
2011-07-01,SAU,Inner,1131.011461
2011-10-01,SAU,Inner,885.5229364
2012-01-01,SAU,Inner,1116.6904743000002
2012-04-01,SAU,Inner,872.6993865000001
2012-07-01,SAU,Inner,887.1992951000001
2012-10-01,SAU,Inner,1012.6321826
2013-01-01,SAU,Inner,1046.1503814
2013-04-01,SAU,Inner,969.8515881000001
2013-07-01,SAU,Inner,713.0095938
2013-10-01,SAU,Inner,762.4615494
2014-01-01,SAU,Inner,1048.2757201000002
2014-04-01,SAU,Inner,1050.8401016
2014-07-01,SAU,Inner,1302.0321128
2014-10-01,SAU,Inner,1325.0646136999999
2015-01-01,SAU,Inner,1164.5543756000002
2015-04-01,SAU,Inner,1164.9067673
2015-07-01,SAU,Inner,1021.0520592
2015-10-01,SAU,Inner,1251.283598
2016-01-01,SAU,Inner,1113.6515436
2016-04-01,SAU,Inner,1464.6183216
2016-07-01,SAU,Inner,1335.487584
2016-10-01,SAU,Inner,925.0705043999999
1998-01-01,VIC,Metro,7490.3816491
1998-04-01,VIC,Metro,5198.1780817
1998-07-01,VIC,Metro,5244.217362699999
1998-10-01,VIC,Metro,6274.2456066
1999-01-01,VIC,Metro,9187.4215532
1999-04-01,VIC,Metro,4992.3029263
1999-07-01,VIC,Metro,4746.482733899999
1999-10-01,VIC,Metro,4684.5318681
2000-01-01,VIC,Metro,8449.0467642
2000-04-01,VIC,Metro,5391.7241444
2000-07-01,VIC,Metro,4921.8120105
2000-10-01,VIC,Metro,5884.1526044
2001-01-01,VIC,Metro,8894.2672623
2001-04-01,VIC,Metro,5724.4318264
2001-07-01,VIC,Metro,5562.0257163
2001-10-01,VIC,Metro,6807.2516185
2002-01-01,VIC,Metro,7903.8710618
2002-04-01,VIC,Metro,4735.4407689
2002-07-01,VIC,Metro,5815.4555289
2002-10-01,VIC,Metro,6731.2909586999995
2003-01-01,VIC,Metro,7953.003010800001
2003-04-01,VIC,Metro,6019.6864828
2003-07-01,VIC,Metro,4885.0576293
2003-10-01,VIC,Metro,6203.778783500001
2004-01-01,VIC,Metro,7413.7828275
2004-04-01,VIC,Metro,6145.8299721
2004-07-01,VIC,Metro,5243.6633474
2004-10-01,VIC,Metro,5238.7215806
2005-01-01,VIC,Metro,8138.376406900001
2005-04-01,VIC,Metro,4760.8717415
2005-07-01,VIC,Metro,4973.5355044
2005-10-01,VIC,Metro,5368.762047
2006-01-01,VIC,Metro,8366.101452
2006-04-01,VIC,Metro,6326.707955
2006-07-01,VIC,Metro,4796.727981
2006-10-01,VIC,Metro,5831.785407000001
2007-01-01,VIC,Metro,8054.066886900001
2007-04-01,VIC,Metro,5494.1244117999995
2007-07-01,VIC,Metro,5523.3424761
2007-10-01,VIC,Metro,6455.2982218
2008-01-01,VIC,Metro,8504.6053334
2008-04-01,VIC,Metro,5446.6805953
2008-07-01,VIC,Metro,5857.1312938
2008-10-01,VIC,Metro,6313.262898999999
2009-01-01,VIC,Metro,7305.5828849
2009-04-01,VIC,Metro,5422.9384086
2009-07-01,VIC,Metro,5589.336666699999
2009-10-01,VIC,Metro,6073.224649299999
2010-01-01,VIC,Metro,7624.8810534
2010-04-01,VIC,Metro,5670.402393599999
2010-07-01,VIC,Metro,5582.4627485
2010-10-01,VIC,Metro,5614.280897000001
2011-01-01,VIC,Metro,7534.0390908
2011-04-01,VIC,Metro,5673.131474400001
2011-07-01,VIC,Metro,5721.2934123
2011-10-01,VIC,Metro,5899.970920000001
2012-01-01,VIC,Metro,7900.4622508
2012-04-01,VIC,Metro,5882.3337824
2012-07-01,VIC,Metro,5897.5357197
2012-10-01,VIC,Metro,6771.6958079999995
2013-01-01,VIC,Metro,8361.8541513
2013-04-01,VIC,Metro,5855.043049500001
2013-07-01,VIC,Metro,5580.4520644
2013-10-01,VIC,Metro,6504.1519158
2014-01-01,VIC,Metro,9442.314615399999
2014-04-01,VIC,Metro,6608.252144
2014-07-01,VIC,Metro,6270.7602737
2014-10-01,VIC,Metro,7548.738809400001
2015-01-01,VIC,Metro,9733.087335
2015-04-01,VIC,Metro,6645.5387879
2015-07-01,VIC,Metro,6545.2356918
2015-10-01,VIC,Metro,7724.151417399999
2016-01-01,VIC,Metro,9972.274580399999
2016-04-01,VIC,Metro,7184.241356699999
2016-07-01,VIC,Metro,6909.7283142999995
2016-10-01,VIC,Metro,8012.160959700001
1998-01-01,VIC,WstCo,2442.0048133
1998-04-01,VIC,WstCo,960.5047034
1998-07-01,VIC,WstCo,755.9743798999999
1998-10-01,VIC,WstCo,1271.6039695999998
1999-01-01,VIC,WstCo,2385.058308
1999-04-01,VIC,WstCo,1328.863781
1999-07-01,VIC,WstCo,758.8587431999999
1999-10-01,VIC,WstCo,942.279427
2000-01-01,VIC,WstCo,2227.1103883000005
2000-04-01,VIC,WstCo,1013.7119517
2000-07-01,VIC,WstCo,717.5116952
2000-10-01,VIC,WstCo,1104.6217626999999
2001-01-01,VIC,WstCo,2354.467896
2001-04-01,VIC,WstCo,1071.6824169
2001-07-01,VIC,WstCo,711.0843791
2001-10-01,VIC,WstCo,892.2900678
2002-01-01,VIC,WstCo,2096.7921963
2002-04-01,VIC,WstCo,1232.3374250000002
2002-07-01,VIC,WstCo,879.0911113
2002-10-01,VIC,WstCo,1107.588413
2003-01-01,VIC,WstCo,2027.1965725999999
2003-04-01,VIC,WstCo,1190.7985049000001
2003-07-01,VIC,WstCo,843.7204299
2003-10-01,VIC,WstCo,942.9980216
2004-01-01,VIC,WstCo,2269.0907213
2004-04-01,VIC,WstCo,1031.0606655
2004-07-01,VIC,WstCo,599.7418329999999
2004-10-01,VIC,WstCo,988.8178644999999
2005-01-01,VIC,WstCo,2316.205868
2005-04-01,VIC,WstCo,698.8662581
2005-07-01,VIC,WstCo,645.2811928
2005-10-01,VIC,WstCo,789.506934
2006-01-01,VIC,WstCo,2212.3499469999997
2006-04-01,VIC,WstCo,909.6854490000001
2006-07-01,VIC,WstCo,514.02346
2006-10-01,VIC,WstCo,1073.973369
2007-01-01,VIC,WstCo,2600.2859301
2007-04-01,VIC,WstCo,965.4698836
2007-07-01,VIC,WstCo,761.7754690999999
2007-10-01,VIC,WstCo,1126.3850451
2008-01-01,VIC,WstCo,2354.5125412
2008-04-01,VIC,WstCo,785.1332321
2008-07-01,VIC,WstCo,603.6331667
2008-10-01,VIC,WstCo,836.4067186000001
2009-01-01,VIC,WstCo,1946.1846702
2009-04-01,VIC,WstCo,939.3758637000001
2009-07-01,VIC,WstCo,776.4500296
2009-10-01,VIC,WstCo,1040.3496263
2010-01-01,VIC,WstCo,2047.2121038999996
2010-04-01,VIC,WstCo,892.1434491
2010-07-01,VIC,WstCo,775.5113437000001
2010-10-01,VIC,WstCo,820.5859261
2011-01-01,VIC,WstCo,2076.8116261
2011-04-01,VIC,WstCo,983.3752133
2011-07-01,VIC,WstCo,699.2251689
2011-10-01,VIC,WstCo,1004.6922536000001
2012-01-01,VIC,WstCo,2286.7597546
2012-04-01,VIC,WstCo,860.406707
2012-07-01,VIC,WstCo,583.1127888999999
2012-10-01,VIC,WstCo,977.865008
2013-01-01,VIC,WstCo,2128.4049182
2013-04-01,VIC,WstCo,996.515681
2013-07-01,VIC,WstCo,760.372813
2013-10-01,VIC,WstCo,1499.5756399000002
2014-01-01,VIC,WstCo,2965.1587183999995
2014-04-01,VIC,WstCo,1560.4912546
2014-07-01,VIC,WstCo,668.7500325999999
2014-10-01,VIC,WstCo,1115.7566096
2015-01-01,VIC,WstCo,2969.4934608
2015-04-01,VIC,WstCo,1092.7423473
2015-07-01,VIC,WstCo,811.2796938
2015-10-01,VIC,WstCo,1526.0333636
2016-01-01,VIC,WstCo,2495.1023163
2016-04-01,VIC,WstCo,930.4271197
2016-07-01,VIC,WstCo,941.1217504
2016-10-01,VIC,WstCo,1352.0851737
1998-01-01,VIC,EstCo,3381.9721825
1998-04-01,VIC,EstCo,1827.9401000999999
1998-07-01,VIC,EstCo,1351.9521199000003
1998-10-01,VIC,EstCo,1493.4147962
1999-01-01,VIC,EstCo,2896.9288926
1999-04-01,VIC,EstCo,1547.9014299
1999-07-01,VIC,EstCo,914.0969917
1999-10-01,VIC,EstCo,1341.6071775
2000-01-01,VIC,EstCo,2681.8754615999997
2000-04-01,VIC,EstCo,1429.5228566999997
2000-07-01,VIC,EstCo,1196.3614499999999
2000-10-01,VIC,EstCo,1806.9715306
2001-01-01,VIC,EstCo,2727.9212213
2001-04-01,VIC,EstCo,1370.4441794
2001-07-01,VIC,EstCo,1242.4390688
2001-10-01,VIC,EstCo,1382.5742178
2002-01-01,VIC,EstCo,2891.7124138
2002-04-01,VIC,EstCo,1814.8167388999998
2002-07-01,VIC,EstCo,976.1707142
2002-10-01,VIC,EstCo,1799.4383847
2003-01-01,VIC,EstCo,2668.525957
2003-04-01,VIC,EstCo,1589.4159181999999
2003-07-01,VIC,EstCo,1187.9482137999998
2003-10-01,VIC,EstCo,1604.5466331
2004-01-01,VIC,EstCo,3003.0459445999995
2004-04-01,VIC,EstCo,1484.4476199
2004-07-01,VIC,EstCo,1125.8214733
2004-10-01,VIC,EstCo,1612.6862853
2005-01-01,VIC,EstCo,3177.649221
2005-04-01,VIC,EstCo,1275.2137231
2005-07-01,VIC,EstCo,1061.391452
2005-10-01,VIC,EstCo,1334.932521
2006-01-01,VIC,EstCo,2845.7679689999995
2006-04-01,VIC,EstCo,1456.848671
2006-07-01,VIC,EstCo,1166.798918
2006-10-01,VIC,EstCo,1312.705491
2007-01-01,VIC,EstCo,2932.5115804
2007-04-01,VIC,EstCo,1507.0241071
2007-07-01,VIC,EstCo,971.8586745000001
2007-10-01,VIC,EstCo,1424.8895203999998
2008-01-01,VIC,EstCo,3401.1043923
2008-04-01,VIC,EstCo,1193.367518
2008-07-01,VIC,EstCo,848.6968881999999
2008-10-01,VIC,EstCo,1592.9815808
2009-01-01,VIC,EstCo,2314.9251818000002
2009-04-01,VIC,EstCo,1306.3156163
2009-07-01,VIC,EstCo,1123.994631
2009-10-01,VIC,EstCo,1577.6392243000003
2010-01-01,VIC,EstCo,2760.9263708999997
2010-04-01,VIC,EstCo,1405.5178538
2010-07-01,VIC,EstCo,875.6742151000001
2010-10-01,VIC,EstCo,1658.0605080000003
2011-01-01,VIC,EstCo,2699.2360432
2011-04-01,VIC,EstCo,1549.7528347999998
2011-07-01,VIC,EstCo,998.3042154
2011-10-01,VIC,EstCo,1477.0890471
2012-01-01,VIC,EstCo,2584.140892
2012-04-01,VIC,EstCo,1348.0316665
2012-07-01,VIC,EstCo,1766.8744452
2012-10-01,VIC,EstCo,1517.0148643999999
2013-01-01,VIC,EstCo,3066.4303238999996
2013-04-01,VIC,EstCo,1594.6615494999999
2013-07-01,VIC,EstCo,1013.1951127000001
2013-10-01,VIC,EstCo,1657.1576914
2014-01-01,VIC,EstCo,3278.5985935000003
2014-04-01,VIC,EstCo,1614.2637677
2014-07-01,VIC,EstCo,895.3776847
2014-10-01,VIC,EstCo,1462.7816062999998
2015-01-01,VIC,EstCo,2809.8412344999997
2015-04-01,VIC,EstCo,1844.1019932
2015-07-01,VIC,EstCo,1135.8061751000002
2015-10-01,VIC,EstCo,1831.1881525
2016-01-01,VIC,EstCo,3203.8931104000003
2016-04-01,VIC,EstCo,1249.3981281
2016-07-01,VIC,EstCo,967.8755451999999
2016-10-01,VIC,EstCo,1766.6326615
1998-01-01,VIC,Inner,5326.655137
1998-04-01,VIC,Inner,4441.1185743999995
1998-07-01,VIC,Inner,3815.6453017
1998-10-01,VIC,Inner,3859.5671451
1999-01-01,VIC,Inner,4588.7552092000005
1999-04-01,VIC,Inner,4070.4005402
1999-07-01,VIC,Inner,4114.4887568
1999-10-01,VIC,Inner,3723.3631147
2000-01-01,VIC,Inner,4958.0029594
2000-04-01,VIC,Inner,4186.4977467
2000-07-01,VIC,Inner,3765.293375
2000-10-01,VIC,Inner,3827.2408015
2001-01-01,VIC,Inner,4610.1996119
2001-04-01,VIC,Inner,3939.6839357999997
2001-07-01,VIC,Inner,3927.555112
2001-10-01,VIC,Inner,3893.688142
2002-01-01,VIC,Inner,5550.1542748
2002-04-01,VIC,Inner,4100.6518301999995
2002-07-01,VIC,Inner,4143.9040927999995
2002-10-01,VIC,Inner,4190.439408
2003-01-01,VIC,Inner,4616.6697196
2003-04-01,VIC,Inner,4580.5582663
2003-07-01,VIC,Inner,4245.5651397
2003-10-01,VIC,Inner,3915.378095
2004-01-01,VIC,Inner,5466.2240016999995
2004-04-01,VIC,Inner,4916.5123535
2004-07-01,VIC,Inner,4012.4375454
2004-10-01,VIC,Inner,3946.1566091000004
2005-01-01,VIC,Inner,4927.9136899000005
2005-04-01,VIC,Inner,3820.6774485
2005-07-01,VIC,Inner,3574.0852766000003
2005-10-01,VIC,Inner,3963.7146716000007
2006-01-01,VIC,Inner,4718.717923
2006-04-01,VIC,Inner,4251.0933939999995
2006-07-01,VIC,Inner,3766.511188
2006-10-01,VIC,Inner,3941.025137
2007-01-01,VIC,Inner,5227.3165051000005
2007-04-01,VIC,Inner,3811.6732035000005
2007-07-01,VIC,Inner,3269.5879289
2007-10-01,VIC,Inner,3659.4172376
2008-01-01,VIC,Inner,4678.6005946
2008-04-01,VIC,Inner,3650.1838064
2008-07-01,VIC,Inner,3677.605078
2008-10-01,VIC,Inner,3427.0306845
2009-01-01,VIC,Inner,4112.529925299999
2009-04-01,VIC,Inner,3821.4941375999997
2009-07-01,VIC,Inner,3667.9441467
2009-10-01,VIC,Inner,3522.4637652
2010-01-01,VIC,Inner,4195.8040465
2010-04-01,VIC,Inner,3820.6106894
2010-07-01,VIC,Inner,3620.6310377
2010-10-01,VIC,Inner,3790.2203275
2011-01-01,VIC,Inner,4764.529473099999
2011-04-01,VIC,Inner,4090.1067487
2011-07-01,VIC,Inner,4500.0347893
2011-10-01,VIC,Inner,3725.2548908
2012-01-01,VIC,Inner,5129.3572547
2012-04-01,VIC,Inner,3991.4181739999995
2012-07-01,VIC,Inner,3605.8550548000003
2012-10-01,VIC,Inner,4670.3472668
2013-01-01,VIC,Inner,4332.011382600001
2013-04-01,VIC,Inner,3973.0049655
2013-07-01,VIC,Inner,3336.9196711
2013-10-01,VIC,Inner,4279.0824213
2014-01-01,VIC,Inner,4909.336136100001
2014-04-01,VIC,Inner,4812.909183899999
2014-07-01,VIC,Inner,4634.9782213
2014-10-01,VIC,Inner,4919.987781000001
2015-01-01,VIC,Inner,4894.907607300001
2015-04-01,VIC,Inner,4507.0246966
2015-07-01,VIC,Inner,4569.0144230000005
2015-10-01,VIC,Inner,4584.000387399999
2016-01-01,VIC,Inner,5762.5698992
2016-04-01,VIC,Inner,4382.7051571
2016-07-01,VIC,Inner,4285.9105748
2016-10-01,VIC,Inner,4955.1384063
1998-01-01,WAU,Metro,3075.7789408999997
1998-04-01,WAU,Metro,2154.9288137000003
1998-07-01,WAU,Metro,2787.2861738999995
1998-10-01,WAU,Metro,2752.9098415
1999-01-01,WAU,Metro,3519.5643742
1999-04-01,WAU,Metro,3160.4296819
1999-07-01,WAU,Metro,2707.7264933999995
1999-10-01,WAU,Metro,2294.0648969000003
2000-01-01,WAU,Metro,3606.9880900000003
2000-04-01,WAU,Metro,2812.3064427
2000-07-01,WAU,Metro,1835.9131918
2000-10-01,WAU,Metro,3294.7109566000004
2001-01-01,WAU,Metro,2733.9892032
2001-04-01,WAU,Metro,2598.8650549
2001-07-01,WAU,Metro,2520.2678396
2001-10-01,WAU,Metro,2853.1964080000002
2002-01-01,WAU,Metro,3706.9241064
2002-04-01,WAU,Metro,2308.9347559999997
2002-07-01,WAU,Metro,2381.5295529
2002-10-01,WAU,Metro,2510.4062253
2003-01-01,WAU,Metro,3146.4837924000003
2003-04-01,WAU,Metro,2348.2007333
2003-07-01,WAU,Metro,2393.1097566999997
2003-10-01,WAU,Metro,2547.9275124
2004-01-01,WAU,Metro,3179.6094893000004
2004-04-01,WAU,Metro,2733.4888266000003
2004-07-01,WAU,Metro,2731.5464813999997
2004-10-01,WAU,Metro,2766.8098393
2005-01-01,WAU,Metro,2813.3057519999998
2005-04-01,WAU,Metro,2938.7450114999997
2005-07-01,WAU,Metro,2818.1855918
2005-10-01,WAU,Metro,2761.6262655
2006-01-01,WAU,Metro,2916.867391
2006-04-01,WAU,Metro,2588.864394
2006-07-01,WAU,Metro,2651.867766
2006-10-01,WAU,Metro,3209.47291
2007-01-01,WAU,Metro,3204.8003765
2007-04-01,WAU,Metro,3015.1241791
2007-07-01,WAU,Metro,2538.5655931
2007-10-01,WAU,Metro,3027.2984239999996
2008-01-01,WAU,Metro,3144.6011443
2008-04-01,WAU,Metro,2393.8547779
2008-07-01,WAU,Metro,3013.2921225
2008-10-01,WAU,Metro,2623.8939216000003
2009-01-01,WAU,Metro,2820.5755102999997
2009-04-01,WAU,Metro,2260.2473174
2009-07-01,WAU,Metro,1797.4122532
2009-10-01,WAU,Metro,2392.3103594
2010-01-01,WAU,Metro,2632.2794906000004
2010-04-01,WAU,Metro,2255.6187091
2010-07-01,WAU,Metro,2017.1642653
2010-10-01,WAU,Metro,2522.8625529
2011-01-01,WAU,Metro,2454.0727322
2011-04-01,WAU,Metro,2317.5432312000003
2011-07-01,WAU,Metro,2278.0872077
2011-10-01,WAU,Metro,2968.6083857
2012-01-01,WAU,Metro,3002.0788243
2012-04-01,WAU,Metro,2142.6140365
2012-07-01,WAU,Metro,2350.9394771
2012-10-01,WAU,Metro,2674.2642886000003
2013-01-01,WAU,Metro,3419.5433398
2013-04-01,WAU,Metro,3157.5234904
2013-07-01,WAU,Metro,2707.8742097000004
2013-10-01,WAU,Metro,2715.4976412
2014-01-01,WAU,Metro,3412.2052252
2014-04-01,WAU,Metro,2834.8589842
2014-07-01,WAU,Metro,2538.6166969
2014-10-01,WAU,Metro,2363.5834435
2015-01-01,WAU,Metro,3527.5441456
2015-04-01,WAU,Metro,3304.5286323000005
2015-07-01,WAU,Metro,2922.2965662
2015-10-01,WAU,Metro,3640.982738
2016-01-01,WAU,Metro,4169.9899227000005
2016-04-01,WAU,Metro,3262.9238284
2016-07-01,WAU,Metro,2837.9977386
2016-10-01,WAU,Metro,3367.65926
1998-01-01,WAU,Coast,3066.5550699
